,sentence,entity,score
8,　　值得注意的是，在外资大手笔高位加仓中信证券的同时，国内部分机构却与之形成了鲜明的分歧,['中信证券'],[1.0]
0,深物业、均超过了5%,['深物业'],[0]
1,近年来万达集团不断深入布局影视产业，不仅将万达院线发展为国内院线市场中的首位，还将目光瞄向更大的国际市场，并早在2011年就以26亿美元买下美国第二大院线AMC,['万达院线'],[1.0]
7,　　7月和8月初，新华百货披露物美控股及其一致行动人增持公告,['新华百货'],[0.0]
9,根据公告，乐漾影视对乐视网也作出了盈利承诺，盈利承诺期为2017年、2018和2019年，而甘薇将作为盈利承诺的补偿义务人,['乐视网'],[1.0]
11,　　有意思的是，长江证券在邓晖离职公告中用了大段语句肯定了邓晖对长江证券的贡献,['长江证券'],[1.0]
0,　　永赢基金背靠宁波银行，去年基金规模提升明显，截至2017年底，非管理规模已经超过300亿元，跻身到行业第43位,['宁波银行'],[1.0]
3,截至11月20日收盘，江南嘉捷股价最后报收22.81元/股,['江南嘉捷'],[0.0]
6,公告显示，兰太实业决定将上述51%股权划转给兰太实业母公司,['兰太实业'],[0.0]
5,　　眼下，乐视网董事长的人选引人关注,['乐视网'],[1.0]
0,从实际情况跟踪看，最近的确能看到价值投资者入场的迹象，基于考核机制等，相比而言，QFII和沪股通资金投资更偏价值一些，可以发现从8月24日以来，沪股通资金流入非常明显，以工行、农行、上汽、格力、大秦铁路等为代表的价值股明显跑赢市场，情况已经在微妙发生变化,['大秦铁路'],[1.0]
0, 　　3月27日晚间，比亚迪发布2017年报预计，2018年第一季度净利润预估将下滑75.2%-91.8%，至5000万~1.5亿元人民币区间，此次净利下滑，主要是受新能源汽车补贴退坡影响,['比亚迪'],[-1.0]
0,'　　乐视网(300104)3月26日午间公告，今日，公司注意到有部分媒体报道了《》等文章，可能对公司股票价格产生影响，为了维护投资者利益，防止公司股价异常波动，公司股票3月26日上午开市起停牌,['乐视网'],[-1.0]
10,　　影片筹备前期，北京文化就打算入股《战狼2》，但由于吴京考虑到《战狼》拍摄时，出品方在资金紧张的情况下仍然支持自己，因而在《战狼2》的投资上要优先照顾他们，拿不出更多的份额,['北京文化'],[1.0]
9,　　同时，鹏起科技可借此剥离资产负债率较高、盈利能力较弱的有色金属综合回收利用业务，集中资源发展军工及相关业务,['鹏起科技'],[1.0]
0,'　　王媛媛　　潮宏基（002345）近日公告称，拟以发行股份的方式作价12.95亿元购买潮尚精创等7方合计持有的思妍丽74%的股份,['潮宏基'],[0.0]
19,　　新光药业方面就此表示，募投项目投产有个产能逐步释放的过程，公司正在加快营销网络建设，积极开拓省外市场，进一步挖掘省内市场潜力，力求消化产能,['新光药业'],[1.0]
2,　　在此次股东大会上，针对投资者关于项目调整的诸多疑问，厚普股份实际控制人江涛一一进行了回复,['厚普股份'],[-1.0]
3,　　其时*ST海润基本面并不佳，业绩又出现巨亏，根本没有“资格”推出高送转,['ST海润'],[-1.0]
0,”广发证券相关人士介绍，作为首批四家做市券商之一，广发证券在7月3日早盘即收到多家投资机构的报价请求，其中既有中资机构的海外分支机构，也有外资机构,['广发证券'],[0.0]
11,目前，阳光城持有大约4000亿~5000亿元货值，大多集中在一线和二线核心城市，“如果资金有压力，拿出一块地挂牌卖，立马就有人买,['阳光城'],[-1.0]
14,翰宇药业表示，该批次药品不合格的原因尚不明确，无法判断公司是否将面临行政处罚及具体罚款的金额，亦无法判断公司是否应当向药品使用者承担赔偿责任及应当赔偿的具体数额，公司无法合理估计该事项所产生的影响,['翰宇药业'],[-1.0]
6,深交所要求獐子岛说明2017年11月、12月、2018年1月采捕扇贝的具体情况，并要求其确认媒体所述的要求员工不得外泄的情况是否属实,['獐子岛'],[-1.0]
8,　　蒙眼狂推，多家券商被打脸 　　思维列控业绩变脸，股价持续下滑之际，仍有多家券商给出推荐买入或维持推荐的评级,['思维列控'],[1.0]
0,　　白色情人节，孙宏斌跟乐视网的关系，却正式宣告了结束,['乐视网'],[1.0]
3,不但如此，企业的进驻还为地方带来先进的管理理念和科学技术，中联重科沅江和灌溪工业园都有焊接操作工艺，潜移默化地改变人的理念和价值观，吸引人才回流,['中联重科'],[1.0]
13,　　在此情形下，轻资产项目逐渐成为宋城演艺发展战略中的重要组成部分,['宋城演艺'],[1.0]
4,　　值得注意的是，这也是易成新能自2010年上市以来，首度出现净利亏损的现象,['易成新能'],[-1.0]
3,2017年初，永辉超市的最新业态超级物种首店温泉店在福州开业，其业态直接与阿里巴巴旗下的盒马鲜生展开了竞争,['永辉超市'],[1.0]
0,2017年建设银行拨备总额3290亿元，同比去年2687亿增长了603亿元；资产减值损失1274亿，同比去年932亿增加了342亿,['建设银行'],[1.0]
7,　　改募资用途需股东大会通过　　天药股份的主业为皮质激素类、氨基酸类原料药及制剂的研发生产和销售，在行业内具有一定优势地位,['天药股份'],[1.0]
21,　　2016年11月借壳新规正式出台后，中电广通成为第一例军工资产借壳方案,['中电广通'],[1.0]
1,　　9月11日晚，宏达股份公告称，公司接到公司 第一大股东宏达实业和四川泰合置业集 团有限公司的通知，获悉宏达实业正在进行重大事项，该事项可能导致公司实际控制权变更,['宏达股份'],[0.0]
0,　　21世纪经济报道　　文/姜诗蔷　　2018年3月30日，*ST金宇（000803.SZ）收报20.9元，收跌1.65%,['ST金宇'],[0.0]
0,此外，光大银行和上浮20%，恒生银行则高达30%-40%,['光大银行'],[1.0]
6,参考同行业可比公司估值( 均值为 1.25 倍 PS( TTM))，给予步步高 1.14~1.25 倍 PS( TTM)，公司合理市值为 190~208 亿元， 对应目标价 22~24.1 元(前值为 17~19 元)， 维持“增持”评级,['步步高'],[1.0]
10,　　但仅过了一天，即9月7日，博雅干细胞管理层根据全体董事意见向上海仲裁委正式提出仲裁，要求新日恒力归还8000万欠款,['新日恒力'],[1.0]
2,　　近日，全国人大代表，中通客车董事长李树朋在代表团驻地接受上证报记者采访时表示，新能源客车势必成为未来主流，即便在政府补贴全部退出后，新能源客车依旧有着强劲的竞争力,['中通客车'],[1.0]
0,'　　　　蓝晓科技11月5日晚发布公告称，公司拟与陕西省膜分离技术研究院合资设立西安蓝晓盐湖分离材料科技有限公司，对盐湖卤水提锂核心材料和技术开发、应用推广及相关卤水资源综合开发展开合作,['蓝晓科技'],[1.0]
7,这对上市公司股价的影响不容小觑，也正因为即将解禁股“大山压顶”，上海银行股价近期就陷入调整,['上海银行'],[-1.0]
1,神雾环保17日复牌后连续三日跌停，22日跌逾3%,['神雾环保'],[-1.0]
0,在下跌的54只股票中，、二三四五、和跌幅超过1%，分别下跌1.83%、1.71%、4.53%和1.30%，其余个股跌幅均有限,['二三四五'],[-1.0]
0,”中原证券分析师张刚分析称,['中原证券'],[0]
6,　　蒙草生态本次募资拟投资的PPP项目尚需取得哪些审批程序也被关注,['蒙草生态'],[1.0]
2,该基金去年四季度增持格力电器幅度高达94.29%,['格力电器'],[1.0]
2,而东方锆业环保设备较为完善，所处工业区离市区较远，环保压力相对较小，将充分受益产品价格上涨,['东方锆业'],[1.0]
0,　　根据京东方面提供的数据，7FRESH大族广场店于2017年12月29日开始试营业，试营业期间，日均单店单日客流量达一万人次以上,['京东方'],[0]
0,　　同时，国泰君安也强调，虽然市场对于经济前景的展望仍有很多分歧，但新的经济数据正在逐步企稳，这些积极迹象值得投资者注意,['国泰君安'],[1.0]
2,天海投资拟向交易对方购买上述标的资产，将涉及发行股份购买资产，并视情况进行配套融资,['天海投资'],[0]
0,　　量子通信概念拉升，福晶科技涨6.25%、涨4.80%、涨3.67%、涨3.48%、涨3.23%、涨2.38%、涨2.01%,['福晶科技'],[1.0]
5,据公司介绍，经过多年发展，国产墨水市场份额已经远超进口墨水，基本实现了进口替代，市场整体占有率已经达到80%，国瓷材料则是该领域的领军者，锁定了国内陶瓷墨水市场30%左右的份额,['国瓷材料'],[1.0]
13,保千里称，上述应收账款涉及多家主要子公司的下游客户,['保千里'],[0.0]
5,”　　格力电器发布的2017年第三季度财报显示，公司净利润154.61亿元，同比增长37.68%,['格力电器'],[1.0]
1,此外，以浙江瑞安为例，2017年内包括恒大、碧桂园、万科等龙头房企在内都分别进驻,['万科'],[0.0]
0,'（原标题：补贴生变致比亚迪业绩下滑20% 动力电池欲分拆上市）\n                （图片来源：全景视觉）3月27日，正式发布2017年年度业绩报告,['比亚迪'],[-1.0]
0,　　董教授在研究后发现，在2007年第三季度之前，社保基金从未出现在名流置业前十大流通股东名单中，但就在2007年第四季度，社保基金111组合却以持有1288.7985万股而一跃成为第八大流通股东、第九大股东,['名流置业'],[1.0]
0,　　大圣科技项目首期投资14亿元，首次注册资本金为2亿元，按照比例广汽集团首次出资9000万元，乐视控股出资8000万元，众诚保险则出资3000万元,['广汽集团'],[1.0]
0,　　　　根据公司此前的自查公告，尔康制药2016年报虚增利润总计2.32亿元,['尔康制药'],[-1.0]
11,　　你会喝香飘飘吗,['香飘飘'],[0.0]
2,　　此外，因2016年一汽夏利转让了天津一汽丰田汽车有限公司15%的股权，持股比例降低，投资收益也有所减少,['一汽夏利'],[1.0]
7,　　2002年11月，智飞生物开创了以科普宣传、学术交流、知识培训等为主要形式的疫苗推广模式，深入城镇、农村、社区、基层卫生服务点开展工作，告知群众相关流行病知识和疫苗品种，让真正认识到接种疫苗是最方便、最经济、最有效的健康手段，为市场提供持续、快捷、深入终端的优质咨询与服务,['智飞生物'],[1.0]
0,”　　不过，相比去年，隆基股份的毛确实在硅片降价后出现显著下滑,['隆基股份'],[-1.0]
1,诡异之处在于：在网宿科技股价暴跌一个星期之前，仍有大批券商给出买入评级，目标价集中在80元以上,['网宿科技'],[-1.0]
2,面对这种复杂的情况，格力电器决定作出让步,['格力电器'],[-1.0]
